id,resource,concept,timestamp,role,permitId,requestedAmount,permitOrganizationalEntity,permitRequestedBudget,adjustedAmount,processTime,tripTime,TotalDeclared,RequestedAmount,Overspent,Overspent_Amount,Overspent_bool,boolProcessDelay
rv_travel permit 12376_7,STAFF MEMBER,End trip,2018-09-27 00:00:00+02:00,EMPLOYEE,12376,311.6797760903788,65459,366.3381814650924,311.6797760903788,95.0,2.0,311.6797760903788,451,False,-172.08040852883445,0,1
st_step 51049_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-10-16 14:37:06+02:00,SUPERVISOR,51041,160.2532294314161,65459,291.0342086368209,160.2532294314161,24.0,3.0,160.2532294314161,190,False,-8.434380496390304,0,0
st_step 6522_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-02-08 11:49:55+01:00,SUPERVISOR,6517,317.841358453852,65457,1675.4713771551271,317.841358453852,250.0,5.0,317.841358453852,519,False,-600.7752844763561,0,1
fd_declaration 78464_17,SYSTEM,Request Payment,2017-12-18 11:21:21+01:00,UNDEFINED,78462,305.0867300880771,65458,588.1189977601487,305.0867300880771,36.0,3.0,305.0867300880771,415,False,-283.03226767207155,0,0
st_step 67241_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-03-13 10:49:18+01:00,ADMINISTRATION,67236,650.8465091167915,65457,658.307453387599,650.8465091167915,189.0,2.0,650.8465091167915,700,True,185.9561454619404,1,1
st_step 59981_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-10-15 15:01:01+02:00,SUPERVISOR,59974,1083.4688558875512,65456,2193.188496316336,1083.4688558875512,76.0,5.0,1083.4688558875512,"1,413",False,-220.0676303182784,0,1
st_step 51654_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-10-23 15:29:11+02:00,EMPLOYEE,51646,756.9717636062084,65456,1478.344166624767,756.9717636062084,30.0,4.0,756.9717636062084,"1,010",False,-379.23535879677377,0,0
rv_travel permit 71676_7,STAFF MEMBER,End trip,2018-09-19 00:00:00+02:00,EMPLOYEE,71676,394.8272002770004,65454,531.4151023871642,394.8272002770004,23.0,2.0,394.8272002770004,370,False,-17.07360866062703,0,0
st_step 53828_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-05-14 15:29:41+02:00,ADMINISTRATION,53820,1796.041610909518,65458,1098.7238251150525,1796.041610909518,44.0,8.0,1796.041610909518,"1,736",True,88.97441160035623,1,0
st_step 78663_0,STAFF MEMBER,Permit REJECTED by PRE_APPROVER,2017-10-27 12:39:46+02:00,PRE_APPROVER,78654,1493.801794466487,65458,1617.860145991024,1493.801794466487,48.0,3.0,1493.801794466487,"1,481",False,-19.16423639085974,0,0
st_step 69036_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-08-28 10:51:18+02:00,SUPERVISOR,69032,2651.13216950736,65466,2624.9148095488126,2651.13216950736,71.0,5.0,2651.13216950736,"1,884",True,118.20334513727084,1,1
st_step 67332_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-03-27 22:54:15+02:00,ADMINISTRATION,67328,2683.432881051493,65459,1976.083158319912,2683.432881051493,26.0,5.0,2683.432881051493,"2,676",True,1079.9914846384374,1,0
st_step 77313_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2017-04-10 11:49:31+02:00,SUPERVISOR,77308,384.0933357318402,65455,545.178191676034,384.0933357318402,21.0,1.0,384.0933357318402,722,True,11.70367505000064,1,0
st_step 23663_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-04-09 15:31:29+02:00,BUDGET OWNER,23653,732.3417094492713,65458,776.1909391658346,732.3417094492713,69.0,3.0,732.3417094492713,664,True,125.7333657789411,1,1
st_step 34953_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-08-22 17:30:49+02:00,ADMINISTRATION,34947,422.1622303306462,65459,369.5304471638763,422.1622303306462,61.0,1.0,422.1622303306462,417,False,-185.265439209852,0,1
st_step 12695_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-12-28 05:15:50+01:00,SUPERVISOR,12687,297.42101987639506,65458,327.736661020821,297.42101987639506,24.0,1.0,297.42101987639506,363,False,-30.31564114442591,0,0
st_step 74271_0,STAFF MEMBER,Permit APPROVED by PRE_APPROVER,2017-03-14 17:36:57+01:00,PRE_APPROVER,74267,129.7671390858927,65455,462.1373472889805,129.7671390858927,40.0,2.0,129.7671390858927,132,False,-184.81986475869564,0,0
st_step 70584_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-09-14 15:47:55+02:00,SUPERVISOR,70575,140.14636309557514,65458,53.23756415621358,140.14636309557514,19.0,0.0,140.14636309557514,104,True,22.90854012139208,1,0
st_step 68419_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2018-10-12 10:15:39+02:00,EMPLOYEE,68406,911.4418335546188,65454,757.6196687084317,911.4418335546188,230.0,5.0,911.4418335546188,984,False,-118.56153932417794,0,1
st_step 53082_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2018-07-09 10:35:09+02:00,EMPLOYEE,53070,286.3287023424128,65459,655.5165901859214,286.3287023424128,38.0,1.0,286.3287023424128,419,False,-21.18422380098997,0,0
rv_travel permit 28295_6,STAFF MEMBER,Start trip,2018-03-21 00:00:00+01:00,EMPLOYEE,28295,58.71292814195096,65456,77.87980525372551,58.71292814195096,49.0,1.0,58.71292814195096,56,False,-4.193780581567921,0,0
st_step 18588_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-08-20 10:54:43+02:00,SUPERVISOR,18579,96.45570820355692,65457,172.0094345522949,96.45570820355692,72.0,1.0,96.45570820355692,173,False,-6.690569355160022,0,1
fd_declaration 50566_17,SYSTEM,Request Payment,2018-11-23 11:50:10+01:00,UNDEFINED,50564,1303.541500298146,65456,3026.4979316766903,1303.541500298146,62.0,10.0,1303.541500298146,"1,649",False,-593.6686881285066,0,1
st_step 52203_0,STAFF MEMBER,Declaration REJECTED by ADMINISTRATION,2018-11-14 12:01:39+01:00,ADMINISTRATION,52192,531.9834373068124,65456,321.9487802083127,531.9834373068124,50.0,1.0,531.9834373068124,417,True,21.687574182771755,1,0
rv_travel permit 29502_7,STAFF MEMBER,End trip,2018-11-03 00:00:00+01:00,EMPLOYEE,29502,1677.3082432746337,65459,1186.8575228534355,1677.3082432746337,52.0,7.0,1677.3082432746337,"1,331",False,-780.0554489759566,0,0
rv_travel permit 52640_7,STAFF MEMBER,End trip,2018-07-07 00:00:00+02:00,EMPLOYEE,52640,2015.6098392764168,65458,2280.101628140744,2015.6098392764168,47.0,7.0,2015.6098392764168,"2,210",False,-264.4917888643263,0,0
st_step 51615_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-10-04 09:05:14+02:00,SUPERVISOR,51610,746.4232250412699,65459,377.677753503042,746.4232250412699,52.0,2.0,746.4232250412699,641,True,94.32181158867844,1,0
st_step 25907_0,STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2018-08-21 13:58:26+02:00,DIRECTOR,25900,1163.1029984948132,65458,2964.086207208191,1163.1029984948132,93.0,6.0,1163.1029984948132,"2,012",False,-50.87130410911709,0,1
st_step 29971_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-11-02 16:45:39+01:00,ADMINISTRATION,29960,723.4296011282627,65458,630.737676188017,723.4296011282627,48.0,6.0,723.4296011282627,811,True,9.812238732935723,1,0
fd_declaration 4789_18,SYSTEM,Payment Handled,2018-04-05 17:30:52+02:00,UNDEFINED,4786,764.1212358799407,65456,801.3771399931876,764.1212358799407,43.0,2.0,764.1212358799407,526,False,-34.86484726448396,0,0
st_step 24619_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-04-25 10:23:11+02:00,ADMINISTRATION,24609,304.6006516529565,65459,369.4586513897035,304.6006516529565,28.0,1.0,304.6006516529565,572,True,38.34134076750502,1,0
st_step 630_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-04-19 09:36:11+02:00,EMPLOYEE,622,1308.1477187885646,65454,1181.034765098257,1308.1477187885646,52.0,2.0,1308.1477187885646,"1,063",False,-95.98826158561428,0,0
st_step 54835_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-06-07 10:58:11+02:00,EMPLOYEE,54828,875.9908333383246,65456,530.0259896033189,875.9908333383246,42.0,2.0,875.9908333383246,"1,228",True,369.5140485905962,1,0
st_step 77353_0,STAFF MEMBER,Declaration FINAL_APPROVED by DIRECTOR,2017-06-08 09:22:12+02:00,DIRECTOR,77344,1378.845237491142,65459,1467.5199317259776,1378.845237491142,69.0,6.0,1378.845237491142,"1,020",False,-243.32563014549572,0,1
st_step 59442_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-10-03 10:51:41+02:00,ADMINISTRATION,59433,5422.177459512163,65454,6477.195223392583,5422.177459512163,118.0,20.0,5422.177459512163,"4,390",False,-2853.1275470325954,0,1
st_step 25519_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-04-26 12:57:31+02:00,EMPLOYEE,25513,369.3151171721755,65460,802.015793155571,369.3151171721755,35.0,2.0,369.3151171721755,632,False,-13.440265340126643,0,0
st_step 65474_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-06-28 09:11:30+02:00,ADMINISTRATION,65469,88.12473725138618,65454,92.17971415896524,88.12473725138618,48.0,0.0,88.12473725138618,67,False,-3.716045244716227,0,0
st_step 18360_0,STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018-11-12 21:24:27+01:00,BUDGET OWNER,18352,1884.275985495511,65458,1824.0813025125951,1884.275985495511,52.0,9.0,1884.275985495511,"2,066",True,60.19468298291554,1,0
st_step 21288_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-05-29 05:15:22+02:00,SUPERVISOR,21284,813.8789802339867,65460,842.8701601416575,813.8789802339867,116.0,24.0,813.8789802339867,660,False,-110.98349730463453,0,1
rv_travel permit 5161_7,STAFF MEMBER,End trip,2018-04-08 00:00:00+02:00,EMPLOYEE,5161,822.8665305027267,65464,1239.8533523112249,822.8665305027267,33.0,2.0,822.8665305027267,676,False,-270.23131623018537,0,0
fd_declaration 68974_17,SYSTEM,Request Payment,2018-07-12 10:20:16+02:00,UNDEFINED,68971,2731.639751966346,65456,3493.251100765809,2731.639751966346,30.0,7.0,2731.639751966346,"2,549",False,-268.9845342265803,0,0
rv_travel permit 7353_7,STAFF MEMBER,End trip,2018-02-02 00:00:00+01:00,EMPLOYEE,7353,126.13313767308412,65458,2121.65913219476,126.13313767308412,39.0,6.0,126.13313767308412,230,False,-800.6712217508818,0,0
st_step 62946_0,STAFF MEMBER,Declaration REJECTED by ADMINISTRATION,2018-06-20 14:56:38+02:00,ADMINISTRATION,62934,1100.6771473369618,65454,1021.8482873914296,1100.6771473369618,112.0,4.0,1100.6771473369618,951,True,1.157389219071547,1,1
st_step 33410_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-04-25 05:15:20+02:00,SUPERVISOR,33404,247.801145959369,65454,563.0017986477416,247.801145959369,233.0,2.0,247.801145959369,390,False,-133.43138628581406,0,1
st_step 16888_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-12-12 15:19:06+01:00,EMPLOYEE,16881,576.2347961595209,65459,611.8578018161437,576.2347961595209,121.0,4.0,576.2347961595209,590,False,0.0,0,1
st_step 12797_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-08-14 11:48:32+02:00,ADMINISTRATION,12791,2050.469053975752,65466,1978.2902205755045,2050.469053975752,83.0,15.0,2050.469053975752,"2,146",False,-720.435073018507,0,1
st_step 23586_0,STAFF MEMBER,Declaration REJECTED by ADMINISTRATION,2018-10-10 11:50:06+02:00,ADMINISTRATION,23576,1153.0463790737874,65464,769.9079732337094,1153.0463790737874,31.0,4.0,1153.0463790737874,"1,026",True,310.1762189321299,1,0
st_step 10964_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-07-02 05:15:16+02:00,SUPERVISOR,10958,911.9559123040387,65466,1220.5097132870576,911.9559123040387,126.0,5.0,911.9559123040387,"1,005",True,9.074188182129774,1,1
fd_declaration 41052_17,SYSTEM,Request Payment,2018-08-13 10:36:05+02:00,UNDEFINED,41050,844.4718143918184,65456,1508.4077115058817,844.4718143918184,70.0,5.0,844.4718143918184,"1,349",True,30.673920611711765,1,1
st_step 31355_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-03-09 14:55:31+01:00,ADMINISTRATION,31346,1187.8428010578684,65466,2970.533034245885,1187.8428010578684,129.0,7.0,2408.738619188652,"1,725",True,942.0109865780662,1,1
st_step 46683_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-08-07 14:44:17+02:00,EMPLOYEE,46676,1565.8699261668291,65460,3203.9774345082847,1565.8699261668291,132.0,15.0,1565.8699261668291,"2,594",False,-76.05998870355461,0,1
st_step 32364_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-03-02 15:49:51+01:00,SUPERVISOR,32358,1469.19734562981,65466,1433.8387591438768,1469.19734562981,55.0,21.0,1469.19734562981,"1,391",True,201.737378156214,1,0
st_step 41779_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-05-30 13:44:09+02:00,ADMINISTRATION,41768,158.27385967159262,65464,0.0,158.27385967159262,53.0,2.0,527.0519527064034,300,True,527.0519527064034,1,0
st_step 66303_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-07-05 17:04:13+02:00,ADMINISTRATION,66298,2936.6618890576524,65468,2028.110465584879,2936.6618890576524,95.0,9.0,2936.6618890576524,"2,033",False,-96.78128212831416,0,1
st_step 71667_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-10-03 11:40:10+02:00,SUPERVISOR,71658,1183.9444468192096,65464,662.4303879060776,1183.9444468192096,29.0,3.0,1183.9444468192096,798,True,41.54191041470904,1,0
fd_declaration 20224_17,SYSTEM,Request Payment,2018-09-20 09:35:35+02:00,UNDEFINED,20221,812.9751965378516,65459,1110.3092847231767,812.9751965378516,59.0,3.0,812.9751965378516,"1,598",False,-687.5338305103139,0,0
st_step 6445_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-03-01 10:35:11+01:00,EMPLOYEE,6435,475.3163447272354,65458,961.0176873660118,475.3163447272354,31.0,1.0,475.3163447272354,777,False,-105.82976529962906,0,0
fd_declaration 19395_18,SYSTEM,Payment Handled,2018-10-11 17:31:07+02:00,UNDEFINED,19393,1384.8514509123763,65458,1072.4128601379805,1384.8514509123763,57.0,5.0,1384.8514509123763,"1,044",False,-339.58043240763254,0,0
st_step 33170_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-02-01 16:13:42+01:00,SUPERVISOR,33158,93.276720932481,65458,2215.125035015295,93.276720932481,342.0,342.0,93.276720932481,146,False,-1823.368229734937,0,1
fd_declaration 77051_17,SYSTEM,Request Payment,2017-06-26 16:39:05+02:00,UNDEFINED,77049,102.21238306071464,65455,50.51137797391525,102.21238306071464,94.0,0.0,102.21238306071464,89,True,55.98813897724168,1,1
st_step 13651_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-11-08 11:26:02+01:00,EMPLOYEE,13644,96.35746496321184,65454,51.32337843793316,96.35746496321184,9.0,0.0,96.35746496321184,68,True,4.251064630729943,1,0
fd_declaration 79788_18,SYSTEM,Payment Handled,2017-10-02 17:30:51+02:00,UNDEFINED,79786,169.85789165589802,65458,522.0420646172497,169.85789165589802,26.0,4.0,169.85789165589802,227,False,-279.1056986240086,0,0
rv_travel permit 84412_7,STAFF MEMBER,End trip,2017-12-16 00:00:00+01:00,EMPLOYEE,84412,123.84930324279226,65458,161.2818713786965,123.84930324279226,27.0,6.0,123.84930324279226,190,False,-6.518384381199596,0,0
rv_travel permit 13308_6,STAFF MEMBER,Start trip,2018-10-19 00:00:00+02:00,EMPLOYEE,13308,525.9678435662962,65458,456.2869066839714,525.9678435662962,52.0,3.0,525.9678435662962,493,False,-220.8424819842257,0,0
fd_declaration 77943_17,SYSTEM,Request Payment,2017-08-09 11:25:02+02:00,UNDEFINED,77941,1585.3545321296476,65458,2050.5104557356026,1585.3545321296476,107.0,4.0,1585.3545321296476,"1,685",True,216.75664934461795,1,1
st_step 77929_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-04-24 10:54:33+02:00,EMPLOYEE,77924,398.4506209825007,65458,735.1487472001859,398.4506209825007,73.0,4.0,398.4506209825007,542,False,-336.6981262176852,0,1
st_step 76334_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-02-13 07:58:38+01:00,SUPERVISOR,76327,461.2893503868056,65458,573.5391567864367,461.2893503868056,39.0,2.0,461.2893503868056,563,False,-112.24980639963115,0,0
st_step 5946_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-07-11 11:35:14+02:00,BUDGET OWNER,5938,824.7138603804419,65458,1175.0295779888363,824.7138603804419,146.0,7.0,824.7138603804419,847,False,-538.4495452070653,0,1
fd_declaration 14824_17,SYSTEM,Request Payment,2019-01-08 15:33:40+01:00,UNDEFINED,14821,1277.996024132319,65457,2136.568595681781,1277.996024132319,289.0,5.0,1277.996024132319,"1,349",False,-143.05218654112696,0,1
st_step 41182_0,STAFF MEMBER,Permit REJECTED by EMPLOYEE,2018-03-28 15:06:36+02:00,EMPLOYEE,41172,714.6670986416144,65458,830.0934178802327,714.6670986416144,62.0,1.0,714.6670986416144,721,False,-127.86692888317371,0,1
fd_declaration 37302_17,SYSTEM,Request Payment,2018-08-07 09:13:34+02:00,UNDEFINED,37299,1806.2539659777667,65460,2838.1843887814844,1806.2539659777667,66.0,4.0,1806.2539659777667,"1,425",False,-728.8393196050638,0,1
st_step 56597_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-10-24 13:44:04+02:00,EMPLOYEE,56588,1569.195575736711,65456,609.606619718187,1569.195575736711,51.0,5.0,1569.195575736711,"1,231",True,539.2118022230939,1,0
rv_travel permit 48865_6,STAFF MEMBER,Start trip,2018-06-11 00:00:00+02:00,EMPLOYEE,48865,313.7817724528146,65454,1285.1467306016325,313.7817724528146,152.0,3.0,313.7817724528146,231,False,-1112.4990114236152,0,1
st_step 76361_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-02-22 13:39:52+01:00,EMPLOYEE,76356,35.05491615789348,65458,52.32077038491564,35.05491615789348,71.0,2.0,35.05491615789348,67,False,-17.26585422702216,0,1
fd_declaration 75421_18,SYSTEM,Payment Handled,2017-05-22 17:31:07+02:00,UNDEFINED,75419,109.77224294384752,65458,223.86736398227,109.77224294384752,49.0,4.0,109.77224294384752,195,False,0.0,0,0
rv_travel permit 40916_6,STAFF MEMBER,Start trip,2018-08-26 00:00:00+02:00,EMPLOYEE,40916,320.04268524002504,65460,625.2353154436205,320.04268524002504,92.0,7.0,320.04268524002504,536,True,20.30121510850904,1,1
rv_travel permit 13145_7,STAFF MEMBER,End trip,2018-11-15 00:00:00+01:00,EMPLOYEE,13145,117.79472843331376,65475,3090.9004060533084,117.79472843331376,66.0,10.0,349.126544513195,83,False,-3056.9860848838293,0,1
st_step 64459_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-06-25 09:39:53+02:00,ADMINISTRATION,64454,386.5027163948461,65456,416.14786953979393,386.5027163948461,28.0,5.0,386.5027163948461,274,False,-248.26451856019315,0,0
st_step 34877_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-09-19 15:09:37+02:00,SUPERVISOR,34873,570.2337262484966,65457,461.15042515506633,570.2337262484966,48.0,3.0,570.2337262484966,474,False,-512.4885387802944,0,0
rv_travel permit 75133_7,STAFF MEMBER,End trip,2017-03-17 00:00:00+01:00,EMPLOYEE,75133,289.1709217631373,65455,1080.589990198982,289.1709217631373,39.0,3.0,289.1709217631373,354,False,-307.1419959970046,0,0
fd_declaration 48644_18,SYSTEM,Payment Handled,2018-12-10 17:31:27+01:00,UNDEFINED,48641,109.87180114441828,65454,204.3705856337536,109.87180114441828,19.0,0.0,109.87180114441828,76,False,-154.6879305585889,0,0
fd_declaration 52534_18,SYSTEM,Payment Handled,2018-10-29 17:31:15+01:00,UNDEFINED,52532,251.30760934393908,65455,314.9067561375251,251.30760934393908,26.0,2.0,251.30760934393908,233,False,-72.26441985426573,0,0
st_step 67535_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-08-31 11:57:29+02:00,SUPERVISOR,67529,0.0,65459,287.41396328427595,0.0,40.0,2.0,0.0,0,False,-403.9192652915253,0,0
st_step 37093_0,STAFF MEMBER,Declaration APPROVED by SUPERVISOR,2018-06-12 12:16:24+02:00,SUPERVISOR,37080,3059.457577016941,65458,3214.13424229098,3059.457577016941,69.0,8.0,3059.457577016941,"2,437",False,-669.1386493845012,0,1
fd_declaration 25627_17,SYSTEM,Request Payment,2018-06-08 10:20:13+02:00,UNDEFINED,25625,344.05572053502544,65456,398.0364428688776,344.05572053502544,34.0,3.0,344.05572053502544,531,True,55.72277206405312,1,0
rv_travel permit 71512_7,STAFF MEMBER,End trip,2018-06-30 00:00:00+02:00,EMPLOYEE,71512,651.6175512646549,65458,694.6450227726573,651.6175512646549,26.0,6.0,651.6175512646549,635,True,138.5328652294936,1,0
rv_travel permit 23480_7,STAFF MEMBER,End trip,2018-05-26 00:00:00+02:00,EMPLOYEE,23480,218.3053159120262,65457,150.0272203192522,218.3053159120262,35.0,2.0,218.3053159120262,156,True,29.38725406508044,1,0
rv_travel permit 32669_27,SYSTEM,Send Reminder,2018-07-01 06:00:46+02:00,UNDEFINED,32669,1080.0372183462268,65455,772.4647162860754,1080.0372183462268,137.0,4.0,1080.0372183462268,"1,282",True,3.3698509152768565,1,1
rv_travel permit 17018_6,STAFF MEMBER,Start trip,2018-09-22 00:00:00+02:00,EMPLOYEE,17018,1416.4562873749178,65457,1655.6228621858709,1416.4562873749178,59.0,3.0,1416.4562873749178,"1,541",True,245.4210439513972,1,0
st_step 41726_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-04-24 11:25:42+02:00,ADMINISTRATION,41717,148.63836800315192,65459,285.3196229285897,148.63836800315192,35.0,1.0,148.63836800315192,144,False,-57.80380977900353,0,0
st_step 16872_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-11-15 09:50:50+01:00,SUPERVISOR,16863,1671.9779888420271,65456,853.7736840698607,1671.9779888420271,95.0,4.0,1671.9779888420271,"1,640",True,244.67970568419923,1,1
rv_travel permit 30213_6,STAFF MEMBER,Start trip,2018-07-17 00:00:00+02:00,EMPLOYEE,30213,620.3957190443278,65458,342.1547758889335,620.3957190443278,56.0,2.0,620.3957190443278,542,False,-95.005248488338,0,0
fd_declaration 79306_18,SYSTEM,Payment Handled,2018-01-04 17:31:14+01:00,UNDEFINED,79304,832.8175612544924,65459,347.5460552011659,832.8175612544924,50.0,2.0,832.8175612544924,681,True,392.36847044356,1,0
st_step 38420_0,STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018-05-24 11:10:23+02:00,BUDGET OWNER,38413,152.2919052124,65456,194.7670922018348,152.2919052124,19.0,0.0,152.2919052124,176,False,0.0,0,0
rv_travel permit 46540_27,SYSTEM,Send Reminder,2018-06-01 06:00:33+02:00,UNDEFINED,46540,137.13857837163962,65470,708.7159821290654,137.13857837163962,74.0,2.0,137.13857837163962,112,False,-472.4653754157673,0,1
st_step 36925_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-09-10 12:56:46+02:00,EMPLOYEE,36913,1306.451621199487,65460,1901.945051826361,1306.451621199487,131.0,5.0,1306.451621199487,"1,101",False,-1066.7574999621604,0,1
st_step 22050_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-02-08 08:29:52+01:00,BUDGET OWNER,22042,193.01916377665844,65455,592.5372011413124,193.01916377665844,117.0,3.0,193.01916377665844,129,False,-779.5580180437137,0,1
rv_travel permit 23298_7,STAFF MEMBER,End trip,2018-03-23 00:00:00+01:00,EMPLOYEE,23298,2076.7966612582613,65459,2445.60393782175,2076.7966612582613,49.0,5.0,2076.7966612582613,"1,388",False,-472.103862649421,0,0
fd_declaration 47566_18,SYSTEM,Payment Handled,2019-01-07 17:31:13+01:00,UNDEFINED,47564,3032.635591619864,65459,4850.433589786025,3032.635591619864,66.0,7.0,3032.635591619864,"2,938",False,-476.881430676779,0,1
st_step 49619_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-12-05 11:56:54+01:00,SUPERVISOR,49615,242.3515591749152,65459,517.3451339116966,242.3515591749152,9.0,3.0,242.3515591749152,300,False,-484.70311834983033,0,0
fd_declaration 53973_18,SYSTEM,Payment Handled,2018-09-06 17:31:09+02:00,UNDEFINED,53971,521.2714753644233,65454,591.8440642125083,521.2714753644233,129.0,3.0,521.2714753644233,864,True,3.016617334284888,1,1
rv_travel permit 15116_7,STAFF MEMBER,End trip,2018-04-21 00:00:00+02:00,EMPLOYEE,15116,695.2992071089096,65456,898.264568768351,695.2992071089096,63.0,2.0,695.2992071089096,627,False,-76.28989505498566,0,1
st_step 46331_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-05-25 15:47:54+02:00,SUPERVISOR,46322,348.2776190152328,65458,402.6714271286678,348.2776190152328,30.0,2.0,348.2776190152328,571,False,-26.837504792767504,0,0
fd_declaration 72372_17,SYSTEM,Request Payment,2017-03-31 14:21:36+02:00,UNDEFINED,72370,254.79731429723444,65455,448.0100584802894,254.79731429723444,10.0,2.0,254.79731429723444,203,False,-95.02718093261814,0,0
rv_travel permit 51790_7,STAFF MEMBER,End trip,2018-10-28 00:00:00+02:00,EMPLOYEE,51790,281.0732725440522,65456,556.9505396329408,281.0732725440522,42.0,4.0,281.0732725440522,449,False,-19.40594977475644,0,0
rv_travel permit 23665_7,STAFF MEMBER,End trip,2018-02-11 00:00:00+01:00,EMPLOYEE,23665,727.5753874662227,65458,409.6708262760262,727.5753874662227,11.0,3.0,727.5753874662227,888,True,317.90456119019643,1,0
rv_travel permit 27299_7,STAFF MEMBER,End trip,2018-10-18 00:00:00+02:00,EMPLOYEE,27299,135.60506618659292,65456,134.54800719182865,135.60506618659292,38.0,1.0,135.60506618659292,222,False,-4.886669051769104,0,0
st_step 14829_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2019-01-08 10:47:56+01:00,SUPERVISOR,14821,1277.996024132319,65457,2136.568595681781,1277.996024132319,289.0,5.0,1277.996024132319,"1,349",False,-143.05218654112696,0,1
st_step 41631_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-03-27 15:16:13+02:00,ADMINISTRATION,41626,661.8142212713116,65454,1087.8253578589402,661.8142212713116,163.0,7.0,661.8142212713116,"1,256",False,-241.33034501772352,0,1
fd_declaration 54284_18,SYSTEM,Payment Handled,2018-10-29 17:31:15+01:00,UNDEFINED,54282,2083.9232122843828,65456,1804.5128029130767,2083.9232122843828,161.0,4.0,2083.9232122843828,"1,511",True,291.00449886962565,1,1
st_step 6204_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-01-12 15:34:23+01:00,EMPLOYEE,6197,70.98977194674544,65455,139.1956312681283,70.98977194674544,45.0,0.0,70.98977194674544,51,False,-25.58691689062975,0,0
