,id,resource,concept,timestamp,role,permitId,requestedAmount,permitTaskNumber,permitBudgetNumber,permitProjectNumber,permitOrganizationalEntity,permitRequestedBudget,permitActivityNumber,adjustedAmount,declarationNumber,processTime,tripTime,TotalDeclared,RequestedAmount,Overspent,travelPermitNumber,Overspent_Amount,Overspent_bool,boolProcessDelay
61297,fd_declaration 75633_18,SYSTEM,Payment Handled,2017-06-29 17:30:42+02:00,UNDEFINED,75631,240.2622611907196,UNKNOWN,529,UNKNOWN,65455,447.8969594795361,UNKNOWN,240.2622611907196,75634,87.0,1.0,240.2622611907196,178,False,75632,-286.1550526541155,0,1
36973,fd_declaration 37898_17,SYSTEM,Request Payment,2018-08-20 09:31:53+02:00,UNDEFINED,37896,181.0947910184109,427,1956,14072,65455,614.7731485689058,UNKNOWN,181.0947910184109,37899,100.0,3.0,181.0947910184109,128,False,37897,-455.5665836556899,0,1
44183,st_step 49025_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2018-04-18 14:53:05+02:00,EMPLOYEE,49009,695.7686380260697,427,456,18467,65456,2241.093653699954,UNKNOWN,695.7686380260697,49012,39.0,4.0,695.7686380260697,988,False,49010,-466.19315624823696,0,0
24202,st_step 17831_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-09-24 18:33:00+02:00,ADMINISTRATION,17827,370.6696916931203,427,4164,12803,65455,167.60913791958035,UNKNOWN,370.6696916931203,17830,26.0,2.0,370.6696916931203,268,True,17828,88.51813532970033,1,0
39608,st_step 41812_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-04-05 15:12:38+02:00,EMPLOYEE,41801,286.0523812448438,UNKNOWN,3712,UNKNOWN,65456,1866.2886957863338,UNKNOWN,286.0523812448438,41804,29.0,5.0,286.0523812448438,401,False,41802,-1497.3165791344818,0,0
70006,rv_travel permit 9931_7,STAFF MEMBER,End trip,2018-03-23 00:00:00+01:00,EMPLOYEE,9931,588.1301388008559,UNKNOWN,440,UNKNOWN,65455,862.2159416600045,9933,588.1301388008559,9935,52.0,11.0,588.1301388008559,479,False,9932,-209.95877606460624,0,0
47915,st_step 54791_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-04-17 15:50:41+02:00,SUPERVISOR,54787,1693.2054886020858,UNKNOWN,635,UNKNOWN,65458,1821.4116848839412,UNKNOWN,1693.2054886020858,54790,41.0,5.0,1693.2054886020858,"1,871",True,54788,41.62878272351463,1,0
68887,fd_declaration 86113_18,SYSTEM,Payment Handled,2018-01-04 17:31:14+01:00,UNDEFINED,86111,2375.9804682138774,427,635,5962,65458,3627.690178513825,UNKNOWN,2375.9804682138774,86114,139.0,34.0,2375.9804682138774,"2,200",False,86112,-1251.7097102999473,0,1
20791,fd_declaration 11990_17,SYSTEM,Request Payment,2018-09-26 16:32:10+02:00,UNDEFINED,11988,1680.8611607304472,427,635,6722,65458,3954.5717552742562,UNKNOWN,1680.8611607304472,11991,69.0,22.0,1680.8611607304472,"3,065",False,11989,-46.614420444400594,0,1
29283,st_step 25912_0,STAFF MEMBER,Declaration APPROVED by SUPERVISOR,2018-10-22 05:15:27+02:00,SUPERVISOR,25900,1163.1029984948132,427,698,7047,65458,2964.086207208191,UNKNOWN,1163.1029984948132,25903,93.0,6.0,1163.1029984948132,"2,012",False,25901,-50.87130410911709,0,1
60855,st_step 75024_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-06-19 15:26:17+02:00,EMPLOYEE,75014,2304.4915528905335,427,922,923,65458,2969.20636348766,UNKNOWN,2304.4915528905335,75017,83.0,6.0,2304.4915528905335,"1,665",False,75015,-539.7908141905755,0,1
42841,fd_declaration 47041_18,SYSTEM,Payment Handled,2018-05-28 17:30:59+02:00,UNDEFINED,47039,145.7755988265219,UNKNOWN,3825,UNKNOWN,65455,425.58818363638807,UNKNOWN,145.7755988265219,47042,46.0,5.0,145.7755988265219,157,False,47040,-597.0300002895133,0,0
63579,st_step 78909_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-09-05 17:26:25+02:00,SUPERVISOR,78902,496.2302858778363,427,1956,9220,65455,658.4320315153027,UNKNOWN,496.2302858778363,78905,35.0,3.0,496.2302858778363,443,False,78903,-175.86490944203229,0,0
34898,fd_declaration 34740_18,SYSTEM,Payment Handled,2018-03-26 17:31:13+02:00,UNDEFINED,34738,157.04591084828587,427,3594,4223,65454,264.56079560028644,UNKNOWN,157.04591084828587,34741,21.0,1.0,157.04591084828587,293,False,34739,-93.79875221314,0,0
58780,st_step 71882_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-09-09 21:16:01+02:00,SUPERVISOR,71873,1515.7269316115232,UNKNOWN,475,UNKNOWN,65458,2988.2474123548664,UNKNOWN,1515.7269316115232,71876,63.0,6.0,1515.7269316115232,"1,889",False,71874,-550.443978340659,0,1
28150,fd_declaration 24018_17,SYSTEM,Request Payment,2018-07-28 17:44:36+02:00,UNDEFINED,24016,341.8284688505057,427,2233,2630,65455,436.7174292431249,UNKNOWN,341.8284688505057,24019,149.0,3.0,341.8284688505057,461,False,24017,-129.01985592188282,0,1
69884,st_step 9766_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-01-11 09:55:40+01:00,SUPERVISOR,9760,528.4065167547667,427,3351,3352,65464,446.1877996393236,UNKNOWN,528.4065167547667,9763,47.0,6.0,528.4065167547667,744,False,9761,-39.77253351917591,0,0
45528,st_step 51098_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-10-12 16:20:08+02:00,SUPERVISOR,51090,271.3183471657706,UNKNOWN,1136,UNKNOWN,65466,310.4128663919158,UNKNOWN,271.3183471657706,51093,16.0,1.0,271.3183471657706,291,False,51091,-36.36225271293836,0,0
67247,fd_declaration 83957_17,SYSTEM,Request Payment,2017-12-04 09:43:21+01:00,UNDEFINED,83955,79.55712037612655,UNKNOWN,3136,UNKNOWN,65455,294.7277302002785,6867,79.55712037612655,83958,94.0,9.0,79.55712037612655,112,False,83956,-133.54230920278383,0,1
53599,rv_travel permit 63590_7,STAFF MEMBER,End trip,2018-08-29 00:00:00+02:00,EMPLOYEE,63590,36.79812955626747,UNKNOWN,1136,UNKNOWN,65466,59.12422411218636,UNKNOWN,36.79812955626747,63593,211.0,211.0,36.79812955626747,70,False,63591,0.0,0,1
48498,st_step 55639_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-10-04 11:52:44+02:00,EMPLOYEE,55634,249.77591527878613,UNKNOWN,592,UNKNOWN,65454,310.0463665839683,UNKNOWN,249.77591527878613,55637,74.0,3.0,249.77591527878613,414,False,55635,-21.719644806850994,0,1
51514,st_step 60140_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-11-19 11:12:32+01:00,BUDGET OWNER,60133,200.89988174431826,UNKNOWN,1275,UNKNOWN,65467,77.22545207501676,UNKNOWN,200.89988174431826,60136,80.0,0.0,200.89988174431826,143,False,60134,-9.834259945526071,0,1
66200,rv_travel permit 82423_6,STAFF MEMBER,Start trip,2017-06-08 00:00:00+02:00,EMPLOYEE,82423,385.5568305237974,427,635,5962,65458,496.7959160810835,UNKNOWN,385.5568305237974,82426,110.0,4.0,385.5568305237974,357,False,82424,-111.2390855572861,0,1
20099,st_step 10944_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-08-16 08:01:40+02:00,SUPERVISOR,10937,468.7222395558196,427,1812,6086,65460,754.8500862470297,UNKNOWN,468.7222395558196,10940,70.0,5.0,468.7222395558196,835,True,10938,19.647039981381624,1,1
39881,st_step 42301_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-03-07 05:15:13+01:00,SUPERVISOR,42297,165.15001562226635,427,1327,33121,65466,502.8318414265591,UNKNOWN,165.15001562226635,42300,62.0,3.0,165.15001562226635,213,False,42298,-106.22324948474412,0,1
63967,fd_declaration 79422_17,SYSTEM,Request Payment,2017-09-26 15:41:28+02:00,UNDEFINED,79420,1123.8756810468112,427,4932,4933,65459,1177.3308619446852,UNKNOWN,1123.8756810468112,79423,43.0,1.0,1123.8756810468112,919,True,79421,468.68222284753176,1,0
58173,st_step 70889_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-12 11:50:19+02:00,EMPLOYEE,70870,1909.4243072995853,UNKNOWN,1755,UNKNOWN,65454,2112.4106178297143,UNKNOWN,1909.4243072995853,70873,21.0,4.0,1909.4243072995853,"1,531",False,70871,-584.9248857762939,0,0
59976,rv_travel permit 73782_7,STAFF MEMBER,End trip,2017-02-05 00:00:00+01:00,EMPLOYEE,73782,463.8420222496397,427,6198,19992,65455,621.9061638584284,UNKNOWN,463.8420222496397,73785,24.0,5.0,463.8420222496397,630,False,73783,-14.725143563480628,0,0
43200,rv_travel permit 47554_7,STAFF MEMBER,End trip,2018-11-14 00:00:00+01:00,EMPLOYEE,47554,597.6501046793401,427,962,4339,65459,784.6289630536216,UNKNOWN,597.6501046793401,47557,24.0,1.0,597.6501046793401,579,True,47555,29.934115778412547,1,0
24782,st_step 18721_0,STAFF MEMBER,Permit REJECTED by SUPERVISOR,2018-06-14 11:57:49+02:00,SUPERVISOR,18712,736.6232567681061,UNKNOWN,1299,UNKNOWN,65466,1211.0112696480128,UNKNOWN,736.6232567681061,18715,39.0,5.0,736.6232567681061,"1,144",True,18713,92.72180854423709,1,0
45500,fd_declaration 51043_18,SYSTEM,Payment Handled,2018-10-22 17:31:25+02:00,UNDEFINED,51041,160.2532294314161,UNKNOWN,1939,UNKNOWN,65459,291.0342086368209,UNKNOWN,160.2532294314161,51044,24.0,3.0,160.2532294314161,190,False,51042,-8.434380496390304,0,0
54920,rv_travel permit 65783_6,STAFF MEMBER,Start trip,2018-08-01 00:00:00+02:00,EMPLOYEE,65783,30.327720620733437,427,1622,1623,65457,42.44063547829205,UNKNOWN,30.327720620733437,65786,23.0,0.0,30.327720620733437,30,False,65784,0.0,0,0
60639,fd_declaration 7470_17,SYSTEM,Request Payment,2018-03-27 11:12:29+02:00,UNDEFINED,7467,243.55060155544302,UNKNOWN,3825,UNKNOWN,65455,701.9951369852326,7469,243.55060155544302,7471,71.0,5.0,243.55060155544302,386,False,7468,-330.6230964120523,0,1
66818,st_step 83226_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2017-07-04 15:20:07+02:00,SUPERVISOR,83222,79.28627894599389,427,922,31325,65458,297.2793389051051,UNKNOWN,79.28627894599389,83225,20.0,1.0,79.28627894599389,53,False,83223,-234.8669017834158,0,0
68303,rv_travel permit 85369_7,STAFF MEMBER,End trip,2017-06-15 00:00:00+02:00,EMPLOYEE,85369,442.0730174705848,427,3136,26988,65455,431.6437178910918,UNKNOWN,442.0730174705848,85372,37.0,3.0,442.0730174705848,512,False,85370,-45.7614646991035,0,0
61181,rv_travel permit 75490_6,STAFF MEMBER,Start trip,2017-06-12 00:00:00+02:00,EMPLOYEE,75490,712.0413201982369,UNKNOWN,529,UNKNOWN,65455,454.60240176523723,UNKNOWN,712.0413201982369,75493,94.0,1.0,712.0413201982369,620,True,75491,296.0231234469802,1,1
48727,rv_travel permit 56008_6,STAFF MEMBER,Start trip,2018-11-01 00:00:00+01:00,EMPLOYEE,56008,202.34223650335588,427,980,1078,65469,473.98648496394526,UNKNOWN,202.34223650335588,56011,44.0,0.0,202.34223650335588,179,False,56009,-306.3393636447455,0,0
69039,st_step 86328_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-10-02 11:16:07+02:00,EMPLOYEE,86321,683.6571599682868,427,922,72222,65458,1132.4927196384956,UNKNOWN,683.6571599682868,86324,15.0,1.0,683.6571599682868,457,False,86322,-513.1168618580359,0,0
50916,st_step 5942_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-03-13 16:03:25+01:00,ADMINISTRATION,5938,824.7138603804419,427,2351,3442,65458,1175.0295779888363,UNKNOWN,824.7138603804419,5941,146.0,7.0,824.7138603804419,847,False,5939,-538.4495452070653,0,1
43159,st_step 47503_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-04-24 15:32:28+02:00,SUPERVISOR,47497,490.29303520111455,UNKNOWN,635,UNKNOWN,65458,707.5359206094516,UNKNOWN,490.29303520111455,47500,86.0,14.0,490.29303520111455,569,True,47498,59.45557017377314,1,1
21014,rv_travel permit 12376_7,STAFF MEMBER,End trip,2018-09-27 00:00:00+02:00,EMPLOYEE,12376,311.6797760903788,427,3559,12378,65459,366.33818146509236,UNKNOWN,311.6797760903788,12380,95.0,2.0,311.6797760903788,451,False,12377,-172.08040852883443,0,1
45498,st_step 51049_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-10-16 14:37:06+02:00,SUPERVISOR,51041,160.2532294314161,UNKNOWN,1939,UNKNOWN,65459,291.0342086368209,UNKNOWN,160.2532294314161,51044,24.0,3.0,160.2532294314161,190,False,51042,-8.434380496390304,0,0
54584,st_step 6522_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-02-08 11:49:55+01:00,SUPERVISOR,6517,317.84135845385197,427,1956,6519,65457,1675.4713771551271,UNKNOWN,317.84135845385197,6521,250.0,5.0,317.84135845385197,519,False,6518,-600.7752844763561,0,1
63257,fd_declaration 78464_17,SYSTEM,Request Payment,2017-12-18 11:21:21+01:00,UNDEFINED,78462,305.0867300880771,427,974,12236,65458,588.1189977601487,UNKNOWN,305.0867300880771,78465,36.0,3.0,305.0867300880771,415,False,78463,-283.03226767207155,0,0
55744,st_step 67241_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-03-13 10:49:18+01:00,ADMINISTRATION,67236,650.8465091167915,UNKNOWN,673,UNKNOWN,65457,658.307453387599,UNKNOWN,650.8465091167915,67239,189.0,2.0,650.8465091167915,700,True,67237,185.95614546194042,1,1
51384,st_step 59981_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-10-15 15:01:01+02:00,SUPERVISOR,59974,1083.4688558875512,UNKNOWN,522,UNKNOWN,65456,2193.1884963163357,UNKNOWN,1083.4688558875512,59977,76.0,5.0,1083.4688558875512,"1,413",False,59975,-220.06763031827836,0,1
45927,st_step 51654_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-10-23 15:29:11+02:00,EMPLOYEE,51646,756.9717636062084,427,722,24243,65456,1478.344166624767,UNKNOWN,756.9717636062084,51649,30.0,4.0,756.9717636062084,"1,010",False,51647,-379.23535879677377,0,0
58662,rv_travel permit 71676_7,STAFF MEMBER,End trip,2018-09-19 00:00:00+02:00,EMPLOYEE,71676,394.82720027700043,427,1027,18996,65454,531.4151023871642,UNKNOWN,394.82720027700043,71679,23.0,2.0,394.82720027700043,370,False,71677,-17.07360866062703,0,0
47334,st_step 53828_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-05-14 15:29:41+02:00,ADMINISTRATION,53820,1796.0416109095179,UNKNOWN,698,UNKNOWN,65458,1098.7238251150523,UNKNOWN,1796.0416109095179,53823,44.0,8.0,1796.0416109095179,"1,736",True,53821,88.97441160035623,1,0
63379,st_step 78663_0,STAFF MEMBER,Permit REJECTED by PRE_APPROVER,2017-10-27 12:39:46+02:00,PRE_APPROVER,78654,1493.801794466487,427,974,1196,65458,1617.860145991024,UNKNOWN,1493.801794466487,78657,48.0,3.0,1493.801794466487,"1,481",False,78655,-19.16423639085974,0,0
56943,st_step 69036_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-08-28 10:51:18+02:00,SUPERVISOR,69032,2651.1321695073602,UNKNOWN,1136,UNKNOWN,65466,2624.9148095488126,UNKNOWN,2651.1321695073602,69035,71.0,5.0,2651.1321695073602,"1,884",True,69033,118.20334513727084,1,1
55791,st_step 67332_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-03-27 22:54:15+02:00,ADMINISTRATION,67328,2683.4328810514935,427,6405,6406,65459,1976.0831583199122,UNKNOWN,2683.4328810514935,67331,26.0,5.0,2683.4328810514935,"2,676",True,67329,1079.9914846384374,1,0
62383,st_step 77313_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2017-04-10 11:49:31+02:00,SUPERVISOR,77308,384.0933357318402,427,440,73767,65455,545.178191676034,UNKNOWN,384.0933357318402,77311,21.0,1.0,384.0933357318402,722,True,77309,11.70367505000064,1,0
27964,st_step 23663_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-04-09 15:31:29+02:00,BUDGET OWNER,23653,732.3417094492713,UNKNOWN,922,UNKNOWN,65458,776.1909391658346,UNKNOWN,732.3417094492713,23656,69.0,3.0,732.3417094492713,664,True,23654,125.7333657789411,1,1
35019,st_step 34953_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-08-22 17:30:49+02:00,ADMINISTRATION,34947,422.1622303306462,427,1922,18786,65459,369.5304471638763,UNKNOWN,422.1622303306462,34950,61.0,1.0,422.1622303306462,417,False,34948,-185.265439209852,0,1
21136,st_step 12695_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-12-28 05:15:50+01:00,SUPERVISOR,12687,297.42101987639506,UNKNOWN,2453,UNKNOWN,65458,327.736661020821,UNKNOWN,297.42101987639506,12690,24.0,1.0,297.42101987639506,363,False,12688,-30.31564114442591,0,0
60338,st_step 74271_0,STAFF MEMBER,Permit APPROVED by PRE_APPROVER,2017-03-14 17:36:57+01:00,PRE_APPROVER,74267,129.76713908589267,427,19492,19841,65455,462.13734728898044,UNKNOWN,129.76713908589267,74270,40.0,2.0,129.76713908589267,132,False,74268,-184.81986475869564,0,0
58038,st_step 70584_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-09-14 15:47:55+02:00,SUPERVISOR,70575,140.14636309557514,427,2351,54119,65458,53.23756415621358,UNKNOWN,140.14636309557514,70578,19.0,0.0,140.14636309557514,104,True,70576,22.90854012139208,1,0
56483,st_step 68419_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2018-10-12 10:15:39+02:00,EMPLOYEE,68406,911.4418335546189,427,592,68408,65454,757.6196687084317,UNKNOWN,911.4418335546189,68410,230.0,5.0,911.4418335546189,984,False,68407,-118.56153932417794,0,1
46918,st_step 53082_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2018-07-09 10:35:09+02:00,EMPLOYEE,53070,286.3287023424128,427,962,23819,65459,655.5165901859214,UNKNOWN,286.3287023424128,53073,38.0,1.0,286.3287023424128,419,False,53071,-21.18422380098997,0,0
30708,rv_travel permit 28295_6,STAFF MEMBER,Start trip,2018-03-21 00:00:00+01:00,EMPLOYEE,28295,58.71292814195096,427,3832,3833,65456,77.87980525372551,UNKNOWN,58.71292814195096,28298,49.0,1.0,58.71292814195096,56,False,28296,-4.193780581567921,0,0
24660,st_step 18588_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-08-20 10:54:43+02:00,SUPERVISOR,18579,96.45570820355691,UNKNOWN,1622,UNKNOWN,65457,172.0094345522949,UNKNOWN,96.45570820355691,18582,72.0,1.0,96.45570820355691,173,False,18580,-6.690569355160022,0,1
45237,fd_declaration 50566_17,SYSTEM,Request Payment,2018-11-23 11:50:10+01:00,UNDEFINED,50564,1303.541500298146,427,722,7225,65456,3026.4979316766903,UNKNOWN,1303.541500298146,50567,62.0,10.0,1303.541500298146,"1,649",False,50565,-593.6686881285066,0,1
46295,st_step 52203_0,STAFF MEMBER,Declaration REJECTED by ADMINISTRATION,2018-11-14 12:01:39+01:00,ADMINISTRATION,52192,531.9834373068124,427,2976,31171,65456,321.9487802083127,UNKNOWN,531.9834373068124,52195,50.0,1.0,531.9834373068124,417,True,52193,21.687574182771755,1,0
31480,rv_travel permit 29502_7,STAFF MEMBER,End trip,2018-11-03 00:00:00+01:00,EMPLOYEE,29502,1677.3082432746337,427,1939,24368,65459,1186.8575228534357,UNKNOWN,1677.3082432746337,29505,52.0,7.0,1677.3082432746337,"1,331",False,29503,-780.0554489759566,0,0
46618,rv_travel permit 52640_7,STAFF MEMBER,End trip,2018-07-07 00:00:00+02:00,EMPLOYEE,52640,2015.6098392764175,427,635,5962,65458,2280.1016281407437,UNKNOWN,2015.6098392764175,52643,47.0,7.0,2015.6098392764175,"2,210",False,52641,-264.4917888643263,0,0
45888,st_step 51615_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-10-04 09:05:14+02:00,SUPERVISOR,51610,746.4232250412699,427,3170,3996,65459,377.67775350304197,UNKNOWN,746.4232250412699,51613,52.0,2.0,746.4232250412699,641,True,51611,94.32181158867843,1,0
29275,st_step 25907_0,STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2018-08-21 13:58:26+02:00,DIRECTOR,25900,1163.1029984948132,427,698,7047,65458,2964.086207208191,UNKNOWN,1163.1029984948132,25903,93.0,6.0,1163.1029984948132,"2,012",False,25901,-50.87130410911709,0,1
31856,st_step 29971_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-11-02 16:45:39+01:00,ADMINISTRATION,29960,723.4296011282627,UNKNOWN,698,UNKNOWN,65458,630.737676188017,UNKNOWN,723.4296011282627,29963,48.0,6.0,723.4296011282627,811,True,29961,9.812238732935725,1,0
43421,fd_declaration 4789_18,SYSTEM,Payment Handled,2018-04-05 17:30:52+02:00,UNDEFINED,4786,764.1212358799407,427,456,4788,65456,801.3771399931876,UNKNOWN,764.1212358799407,4790,43.0,2.0,764.1212358799407,526,False,4787,-34.864847264483956,0,0
28501,st_step 24619_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-04-25 10:23:11+02:00,ADMINISTRATION,24609,304.6006516529565,427,1939,24611,65459,369.4586513897035,UNKNOWN,304.6006516529565,24613,28.0,1.0,304.6006516529565,572,True,24610,38.34134076750502,1,0
53043,st_step 630_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-04-19 09:36:11+02:00,EMPLOYEE,622,1308.1477187885646,UNKNOWN,624,UNKNOWN,65454,1181.0347650982567,UNKNOWN,1308.1477187885646,626,52.0,2.0,1308.1477187885646,"1,063",False,623,-95.98826158561428,0,0
47939,st_step 54835_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-06-07 10:58:11+02:00,EMPLOYEE,54828,875.9908333383246,427,1184,1185,65456,530.0259896033189,UNKNOWN,875.9908333383246,54831,42.0,2.0,875.9908333383246,"1,228",True,54829,369.5140485905962,1,0
62417,st_step 77353_0,STAFF MEMBER,Declaration FINAL_APPROVED by DIRECTOR,2017-06-08 09:22:12+02:00,DIRECTOR,77344,1378.8452374911421,427,4932,27661,65459,1467.5199317259776,UNKNOWN,1378.8452374911421,77347,69.0,6.0,1378.8452374911421,"1,020",False,77345,-243.32563014549578,0,1
50944,st_step 59442_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-10-03 10:51:41+02:00,ADMINISTRATION,59433,5422.177459512163,UNKNOWN,3594,UNKNOWN,65454,6477.195223392583,UNKNOWN,5422.177459512163,59436,118.0,20.0,5422.177459512163,"4,390",False,59434,-2853.1275470325954,0,1
29095,st_step 25519_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-04-26 12:57:31+02:00,EMPLOYEE,25513,369.3151171721755,427,1812,25515,65460,802.015793155571,UNKNOWN,369.3151171721755,25517,35.0,2.0,369.3151171721755,632,False,25514,-13.440265340126643,0,0
54688,st_step 65474_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-06-28 09:11:30+02:00,ADMINISTRATION,65469,88.12473725138618,UNKNOWN,864,UNKNOWN,65454,92.17971415896524,UNKNOWN,88.12473725138618,65472,48.0,0.0,88.12473725138618,67,False,65470,-3.716045244716227,0,0
24504,st_step 18360_0,STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018-11-12 21:24:27+01:00,BUDGET OWNER,18352,1884.2759854955107,UNKNOWN,635,UNKNOWN,65458,1824.0813025125951,UNKNOWN,1884.2759854955107,18355,52.0,9.0,1884.2759854955107,"2,066",True,18353,60.19468298291554,1,0
26519,st_step 21288_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-05-29 05:15:22+02:00,SUPERVISOR,21284,813.8789802339867,UNKNOWN,1812,UNKNOWN,65460,842.8701601416575,UNKNOWN,813.8789802339867,21287,116.0,24.0,813.8789802339867,660,False,21285,-110.98349730463451,0,1
45933,rv_travel permit 5161_7,STAFF MEMBER,End trip,2018-04-08 00:00:00+02:00,EMPLOYEE,5161,822.8665305027267,UNKNOWN,5163,UNKNOWN,65464,1239.8533523112249,UNKNOWN,822.8665305027267,5165,33.0,2.0,822.8665305027267,676,False,5162,-270.23131623018537,0,0
56927,fd_declaration 68974_17,SYSTEM,Request Payment,2018-07-12 10:20:16+02:00,UNDEFINED,68971,2731.639751966346,427,1969,68973,65456,3493.2511007658095,UNKNOWN,2731.639751966346,68975,30.0,7.0,2731.639751966346,"2,549",False,68972,-268.9845342265803,0,0
59857,rv_travel permit 7353_7,STAFF MEMBER,End trip,2018-02-02 00:00:00+01:00,EMPLOYEE,7353,126.13313767308412,7355,635,647,65458,2121.65913219476,UNKNOWN,126.13313767308412,7357,39.0,6.0,126.13313767308412,230,False,7354,-800.6712217508818,0,0
53214,st_step 62946_0,STAFF MEMBER,Declaration REJECTED by ADMINISTRATION,2018-06-20 14:56:38+02:00,ADMINISTRATION,62934,1100.6771473369618,UNKNOWN,1755,UNKNOWN,65454,1021.8482873914297,UNKNOWN,1100.6771473369618,62937,112.0,4.0,1100.6771473369618,951,True,62935,1.157389219071547,1,1
33863,st_step 33410_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-04-25 05:15:20+02:00,SUPERVISOR,33404,247.801145959369,427,1027,1028,65454,563.0017986477416,UNKNOWN,247.801145959369,33407,233.0,2.0,247.801145959369,390,False,33405,-133.43138628581406,0,1
23520,st_step 16888_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-12-12 15:19:06+01:00,EMPLOYEE,16881,576.2347961595209,427,2440,3005,65459,611.8578018161437,UNKNOWN,576.2347961595209,16884,121.0,4.0,576.2347961595209,590,False,16882,0.0,0,1
21160,st_step 12797_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-08-14 11:48:32+02:00,ADMINISTRATION,12791,2050.4690539757516,UNKNOWN,6626,UNKNOWN,65466,1978.2902205755045,UNKNOWN,2050.4690539757516,12794,83.0,15.0,2050.4690539757516,"2,146",False,12792,-720.435073018507,0,1
27902,st_step 23586_0,STAFF MEMBER,Declaration REJECTED by ADMINISTRATION,2018-10-10 11:50:06+02:00,ADMINISTRATION,23576,1153.0463790737874,427,3694,3695,65464,769.9079732337094,UNKNOWN,1153.0463790737874,23579,31.0,4.0,1153.0463790737874,"1,026",True,23577,310.1762189321299,1,0
20112,st_step 10964_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-07-02 05:15:16+02:00,SUPERVISOR,10958,911.9559123040389,UNKNOWN,10960,UNKNOWN,65466,1220.5097132870576,UNKNOWN,911.9559123040389,10962,126.0,5.0,911.9559123040389,"1,005",True,10959,9.074188182129774,1,1
39071,fd_declaration 41052_17,SYSTEM,Request Payment,2018-08-13 10:36:05+02:00,UNDEFINED,41050,844.4718143918184,427,3832,18238,65456,1508.4077115058815,UNKNOWN,844.4718143918184,41053,70.0,5.0,844.4718143918184,"1,349",True,41051,30.673920611711765,1,1
