,ApplicationType,LoanGoal,RequestedAmount,Case ID,label,Activity,org:resource,Action,EventOrigin,lifecycle:transition,Accepted,Selected,FirstWithdrawalAmount,MonthlyCost,NumberOfTerms,OfferedAmount,CreditScore,timesincelastevent,timesincecasestart,timesincemidnight,event_nr,month,weekday,hour,open_cases,time:timestamp
285734,New credit,Home improvement,15000.0,Application_1468726272,deviant,W_Complete application,User_18,Deleted,Workflow,withdraw,True,True,15000.0,157.59,120.0,15000.0,893.0,0.0003833333333333,166.46963333333332,877,11,4,2,14,1572,2016-04-06 14:37:30.277
127296,New credit,Home improvement,25000.0,Application_560016471,regular,W_Call after offers,User_35,Obtained,Workflow,start,True,False,25000.0,572.31,48.0,25000.0,0.0,3.3333333333333335e-05,5381.150366666667,625,17,2,1,10,1821,2016-02-16 10:25:32.712
629932,New credit,Unknown,0.0,Application_705896380,regular,O_Sent (mail and online),User_45,statechange,Offer,complete,True,True,10000.0,189.08,60.0,10000.0,0.0,0.4175,8.142683333333334,669,8,7,1,11,2497,2016-07-19 11:09:33.006
710251,New credit,Home improvement,10000.0,Application_537810808,deviant,W_Validate application,User_100,Deleted,Workflow,ate_abort,True,True,10000.0,106.46,120.0,10000.0,883.0,6.8727833333333335,28323.82238333333,474,73,8,1,7,2182,2016-08-30 07:54:54.000
23763,New credit,Car,15000.0,Application_189085643,regular,O_Sent (mail and online),User_15,statechange,Offer,complete,True,False,15000.0,158.98,120.0,15000.0,0.0,2.9763,2727.479116666667,574,11,1,0,9,649,2016-01-11 09:34:08.172
1178987,New credit,Unknown,0.0,Application_594032894,regular,O_Created,User_67,statechange,Offer,complete,False,True,4.87,137.05,48.0,5800.0,646.0,0.0117166666666666,12930.974066666668,589,20,1,0,9,1470,2017-01-02 09:49:32.913
118650,New credit,Unknown,0.0,Application_1294868910,deviant,W_Call incomplete files,User_114,Deleted,Workflow,ate_abort,True,True,5407.0,170.89,94.0,13000.0,980.0,269.02111666666667,20538.87105,918,29,2,2,15,1769,2016-02-24 15:18:48.291
259321,New credit,Car,10000.0,Application_1348600041,regular,W_Call after offers,User_3,Released,Workflow,suspend,True,True,10000.0,108.81,120.0,10000.0,0.0,2.0485166666666665,2442.05245,555,22,3,2,9,1645,2016-03-30 09:15:53.756
18223,Limit raise,Car,16500.0,Application_1274270315,deviant,W_Call incomplete files,User_115,Released,Workflow,suspend,True,True,0.0,300.0,62.0,16500.0,0.0,1.0678166666666666,21552.787816666667,765,33,1,4,12,1092,2016-01-22 12:45:38.912
813414,New credit,Existing loan takeover,31000.0,Application_1054841023,regular,A_Denied,User_99,statechange,Application,complete,False,True,0.0,405.23,95.0,32800.0,0.0,10.098783333333332,27363.725516666665,454,46,9,1,7,2413,2016-09-27 07:34:10.551
1023520,New credit,Existing loan takeover,13500.0,Application_217634970,regular,W_Validate application,User_133,Obtained,Workflow,start,True,True,0.0,250.0,79.0,17000.0,896.0,1.6666666666666667e-05,25968.183616666665,839,41,11,1,13,1875,2016-11-22 13:59:48.008
44428,New credit,Car,9500.0,Application_1341760659,deviant,A_Validating,User_116,statechange,Application,complete,True,True,4393.0,278.11,38.0,9500.0,982.0,0.0154333333333333,15218.593183333332,625,28,1,2,10,1255,2016-01-27 10:25:43.781
674808,New credit,Car,15000.0,Application_1867579509,regular,W_Call after offers,User_35,Released,Workflow,suspend,True,False,15000.0,301.06,55.0,15000.0,0.0,14.191616666666668,1357.7624166666667,513,16,8,1,8,2174,2016-08-02 08:33:50.773
44465,New credit,Home improvement,10000.0,Application_579706940,regular,O_Sent (mail and online),User_85,statechange,Offer,complete,False,False,6800.0,155.83,60.0,8000.0,0.0,0.1978166666666666,17967.471116666668,498,32,1,4,8,1318,2016-01-29 08:18:08.272
551936,New credit,Home improvement,5000.0,Application_1422740695,deviant,W_Validate application,User_90,Deleted,Workflow,ate_abort,True,True,5000.0,100.25,58.0,5000.0,966.0,1374.4145666666666,9625.83205,406,24,7,2,6,2365,2016-07-06 06:46:33.047
270059,New credit,Car,11000.0,Application_1450889049,deviant,W_Call after offers,User_19,Obtained,Workflow,start,True,True,11000.0,210.4,60.0,11000.0,942.0,6.666666666666667e-05,1482.9302166666666,1103,14,4,4,18,1560,2016-04-01 18:23:32.213
342487,Limit raise,Unknown,7750.0,Application_2060763409,deviant,W_Validate application,User_121,Released,Workflow,suspend,True,True,700.0,135.0,67.0,7700.0,0.0,0.6888833333333333,19607.22853333333,498,49,5,1,8,1545,2016-05-10 08:18:48.416
661864,New credit,Car,15000.0,Application_1046181469,regular,W_Call after offers,User_121,Deleted,Workflow,ate_abort,True,True,15000.0,306.11,54.0,15000.0,0.0,5707.343366666667,11401.004133333334,478,18,8,4,7,2189,2016-08-05 07:58:32.488
1069386,New credit,Caravan / Camper,20000.0,Application_1373903371,regular,W_Call after offers,User_96,Created,Workflow,schedule,True,False,20000.0,301.21,76.0,20000.0,0.0,0.0001,17.987383333333334,611,10,11,4,10,2163,2016-11-18 10:11:27.816
584677,New credit,Home improvement,10000.0,Application_366571467,regular,O_Create Offer,User_2,Created,Offer,complete,True,True,10000.0,189.08,60.0,10000.0,0.0,1.0830333333333333,8339.581516666667,880,16,7,1,14,2375,2016-07-12 14:40:55.230
746306,New credit,Car,25000.0,Application_1594111365,regular,W_Call incomplete files,User_29,Created,Workflow,schedule,False,False,25000.0,499.6,55.0,25000.0,0.0,0.0001,44281.86681666667,502,53,9,2,8,2632,2016-09-21 08:22:56.048
742408,New credit,Car,30000.0,Application_1148512690,regular,A_Incomplete,User_93,statechange,Application,complete,False,True,30000.0,305.47,120.0,30000.0,0.0,3.3333333333333335e-05,9765.65,721,41,8,4,12,2112,2016-08-26 12:01:19.283
480085,Limit raise,Unknown,0.0,Application_1122109641,deviant,A_Validating,User_113,statechange,Application,complete,True,True,0.0,150.0,67.0,8500.0,0.0,0.0017666666666666,5975.243133333333,838,33,6,2,13,1906,2016-06-15 13:58:12.092
469248,New credit,Existing loan takeover,0.0,Application_1891102332,deviant,W_Call incomplete files,User_118,Deleted,Workflow,ate_abort,True,True,2860.0,610.93,120.0,60000.0,889.0,983.5684,9676.725233333333,354,30,6,2,5,1919,2016-06-15 05:54:25.668
1111479,New credit,Existing loan takeover,6000.0,Application_1454429781,deviant,O_Accepted,User_30,statechange,Offer,complete,False,True,4457.0,160.0,58.0,8000.0,869.0,236.8806,30531.1609,834,40,12,3,13,1589,2016-12-22 13:54:58.323
543255,New credit,Car,5000.0,Application_1716748419,deviant,W_Validate application,User_27,Created,Workflow,schedule,False,True,5000.0,56.3,120.0,5000.0,848.0,0.0001666666666666,45422.40471666666,467,43,7,4,7,2109,2016-07-29 07:47:04.866
20579,New credit,Home improvement,20000.0,Application_234080274,regular,W_Validate application,User_119,Created,Workflow,schedule,True,True,20000.0,210.12,120.0,20000.0,947.0,0.0001,47724.41625,761,45,2,2,12,1728,2016-02-10 12:41:29.118
1025584,New credit,Unknown,0.0,Application_317286636,regular,W_Call after offers,User_24,Obtained,Workflow,start,True,False,6000.0,141.78,48.0,6000.0,0.0,5e-05,4722.316783333334,956,12,11,1,15,2095,2016-11-08 15:56:49.438
476854,New credit,Existing loan takeover,6500.0,Application_674731256,regular,W_Call after offers,User_61,Obtained,Workflow,resume,True,False,0.0,99.76,80.0,6500.0,0.0,5.099333333333333,6012.546066666667,911,25,6,1,15,1874,2016-06-14 15:11:16.771
497711,New credit,Existing loan takeover,49000.0,Application_1008980114,deviant,W_Validate application,User_122,Created,Workflow,schedule,True,True,1969.0,498.93,120.0,49000.0,888.0,0.0001166666666666,34168.777733333336,651,46,7,5,10,2324,2016-07-09 10:51:08.211
299755,New credit,Home improvement,12000.0,Application_976319704,regular,O_Sent (mail and online),User_37,statechange,Offer,complete,True,False,0.0,157.0,120.0,15000.0,0.0,3.3333333333333335e-05,2875.164983333333,772,21,4,2,12,1605,2016-04-13 12:52:46.060
542782,New credit,Unknown,0.0,Application_514243928,deviant,W_Call incomplete files,User_28,Obtained,Workflow,resume,True,True,0.0,400.0,56.0,20000.0,1085.0,119.61413333333331,32912.94678333333,770,29,7,2,12,2503,2016-07-20 12:50:19.320
79266,New credit,"Other, see explanation",16000.0,Application_4781414,deviant,W_Call incomplete files,User_109,Created,Workflow,schedule,False,True,16000.0,366.97,48.0,16000.0,606.0,0.0001166666666666,30394.40998333333,738,37,2,3,12,1844,2016-02-18 12:18:20.188
701964,New credit,Car,25000.0,Application_2050891234,regular,W_Validate application,User_121,Obtained,Workflow,start,True,False,25000.0,254.56,120.0,25000.0,0.0,5e-05,5211.170733333333,430,25,8,4,7,2264,2016-08-12 07:10:11.932
1158108,New credit,Car,28000.0,Application_391897610,deviant,W_Validate application,User_68,Deleted,Workflow,ate_abort,False,True,4014.0,325.86,102.0,28000.0,722.0,5e-05,1314.51665,723,30,12,4,12,1874,2016-12-16 12:03:48.883
935011,New credit,"Other, see explanation",7500.0,Application_978279321,regular,W_Call incomplete files,User_61,Released,Workflow,suspend,False,False,0.0,150.0,41.0,5500.0,0.0,0.2189,29125.50503333333,1058,48,10,0,17,1973,2016-10-31 17:38:40.023
173278,New credit,Home improvement,5000.0,Application_1807409241,regular,O_Created,User_35,statechange,Offer,complete,True,False,5000.0,222.31,24.0,5000.0,0.0,0.0245166666666666,1359.7681666666667,882,11,2,0,14,1655,2016-02-29 14:42:05.617
1103063,New credit,Home improvement,15000.0,Application_694825379,regular,O_Create Offer,User_80,Created,Offer,complete,True,False,15000.0,154.11,120.0,15000.0,0.0,1836.7041833333333,22764.93763333333,981,38,12,2,16,1875,2016-12-14 16:21:27.752
61,New credit,Home improvement,10000.0,Application_1691306052,regular,W_Validate application,User_119,Created,Workflow,schedule,False,False,500.0,200.0,33.0,6000.0,0.0,0.0001166666666666,8603.950966666667,580,22,1,3,9,421,2016-01-07 09:40:08.558
665183,New credit,other,17500.0,Application_342552261,regular,W_Call after offers,User_18,Obtained,Workflow,start,True,False,17500.0,179.8,120.0,17500.0,0.0,3.3333333333333335e-05,28537.13288333333,1006,15,8,2,16,2380,2016-08-17 16:46:25.285
1125063,New credit,"Other, see explanation",12000.0,Application_462387356,deviant,W_Call incomplete files,User_113,Obtained,Workflow,start,False,True,12000.0,127.75,120.0,12000.0,851.0,1.6666666666666667e-05,14036.022516666666,499,34,12,3,8,1874,2016-12-15 08:19:10.733
164705,Limit raise,Home improvement,25000.0,Application_208564412,deviant,O_Sent (mail and online),User_16,statechange,Offer,complete,True,True,6000.0,290.0,105.0,25000.0,0.0,0.8020166666666667,18.472916666666663,939,10,2,3,15,1722,2016-02-25 15:39:45.930
255443,New credit,Home improvement,6000.0,Application_47379713,regular,O_Returned,User_121,statechange,Offer,complete,True,True,6000.0,120.3,58.0,6000.0,0.0,0.0932166666666666,15523.3788,436,27,4,2,7,1606,2016-04-06 07:16:37.932
811122,New credit,Existing loan takeover,16000.0,Application_322255548,deviant,W_Call after offers,User_58,Obtained,Workflow,resume,True,True,6202.0,252.62,72.0,16000.0,932.0,5799.085466666666,8561.809283333334,740,22,9,1,12,2330,2016-09-13 12:20:40.586
530502,New credit,"Other, see explanation",20000.0,Application_160564139,regular,W_Validate application,User_87,Released,Workflow,suspend,False,False,20000.0,350.38,64.0,20000.0,0.0,0.0674166666666666,20032.45258333333,309,25,7,4,5,2368,2016-07-08 05:09:46.344
931812,New credit,Home improvement,15000.0,Application_2022755119,deviant,W_Call incomplete files,User_2,Released,Workflow,suspend,True,True,15000.0,154.11,120.0,15000.0,1045.0,1.9211833333333328,25433.760366666666,485,33,10,4,8,1942,2016-10-28 08:05:27.051
385907,New credit,Not speficied,55000.0,Application_1387439149,regular,W_Call incomplete files,User_29,Created,Workflow,schedule,False,True,0.0,250.0,126.0,25000.0,763.0,0.0001666666666666,82755.3085,551,121,7,4,9,2331,2016-07-08 09:11:59.313
1058569,New credit,Car,10000.0,Application_1595644784,deviant,W_Call incomplete files,User_1,Released,Workflow,suspend,True,True,10000.0,189.08,60.0,10000.0,853.0,6.666666666666667e-05,15231.196666666669,1380,35,11,4,23,1809,2016-11-25 23:00:01.786
699171,New credit,Existing loan takeover,17500.0,Application_1953905594,regular,W_Call incomplete files,User_11,Obtained,Workflow,resume,False,False,17500.0,200.39,105.0,17500.0,0.0,37.40905,30212.0441,472,32,8,0,7,2143,2016-08-29 07:52:29.381
409566,Limit raise,Car,0.0,Application_341308614,regular,O_Create Offer,User_24,Created,Offer,complete,True,False,0.0,250.0,126.0,25000.0,0.0,4.59,8649.314766666666,862,18,5,3,14,1276,2016-05-26 14:22:16.289
728146,New credit,Home improvement,18000.0,Application_287741498,deviant,O_Sent (mail and online),User_28,statechange,Offer,complete,True,True,18000.0,248.65,84.0,18000.0,903.0,0.6707,2835.0013,1145,14,8,2,19,2392,2016-08-17 19:05:44.430
1027753,New credit,Car,15000.0,Application_1952405075,regular,W_Call after offers,User_14,Created,Workflow,schedule,True,True,15000.0,347.44,47.0,15000.0,898.0,0.0001666666666666,2354.8652666666667,567,12,11,0,9,2055,2016-11-07 09:27:33.431
744151,New credit,Caravan / Camper,16000.0,Application_1517932106,deviant,W_Validate application,User_126,Created,Workflow,schedule,True,True,16000.0,350.19,50.0,16000.0,1016.0,0.00035,17351.272333333334,806,19,9,3,13,2200,2016-09-01 13:26:08.087
802116,New credit,Home improvement,10000.0,Application_1264531188,deviant,W_Call incomplete files,User_48,Released,Workflow,suspend,True,True,10000.0,300.07,36.0,10000.0,837.0,8.02345,21647.67563333333,876,32,9,1,14,2580,2016-09-20 14:36:33.313
51295,New credit,"Other, see explanation",9000.0,Application_932219940,deviant,W_Validate application,User_113,Obtained,Workflow,start,True,True,0.0,90.0,138.0,9000.0,1061.0,3.3333333333333335e-05,11711.2346,809,50,1,2,13,1254,2016-01-27 13:29:20.126
429186,New credit,Unknown,0.0,Application_1347338076,regular,W_Call incomplete files,User_41,Released,Workflow,suspend,True,False,385.0,56.3,120.0,5000.0,0.0,0.4708,8413.55235,624,40,6,3,10,1379,2016-06-02 10:24:00.246
580626,New credit,Home improvement,25250.0,Application_1178291031,deviant,O_Accepted,User_68,statechange,Offer,complete,True,True,7184.71,299.36,100.0,25300.0,896.0,802.7448,40657.7622,343,46,8,2,5,2224,2016-08-03 05:43:52.795
425295,New credit,"Other, see explanation",32500.0,Application_140236565,regular,W_Validate application,User_68,Obtained,Workflow,resume,True,True,3171.85,330.92,120.0,32500.0,750.0,0.1554,17412.9637,737,36,6,1,12,1536,2016-06-07 12:17:26.195
45067,New credit,Existing loan takeover,10000.0,Application_1735003572,deviant,O_Created,User_18,statechange,Offer,complete,True,True,0.0,200.0,62.0,10700.0,884.0,0.0235333333333333,5675.071466666666,574,17,1,3,9,1129,2016-01-21 09:34:49.185
464011,New credit,Unknown,0.0,Application_1749397697,regular,W_Call after offers,User_121,Deleted,Workflow,ate_abort,True,True,15000.0,498.72,60.0,27000.0,0.0,4197.261866666667,4200.792216666667,606,14,6,4,10,1657,2016-06-10 10:06:02.114
912805,New credit,Extra spending limit,5000.0,Application_171473969,deviant,W_Call after offers,User_126,Deleted,Workflow,ate_abort,True,True,5000.0,66.47,96.0,5000.0,898.0,2434.5461666666665,10109.1085,607,19,10,2,10,2278,2016-10-12 10:07:05.605
301528,New credit,Existing loan takeover,10000.0,Application_112118887,regular,W_Call after offers,User_119,Deleted,Workflow,ate_abort,True,False,0.0,100.0,94.0,7500.0,0.0,4253.96055,10719.1721,505,27,4,1,8,1618,2016-04-19 08:25:30.322
131702,Limit raise,Unknown,0.0,Application_224754935,deviant,O_Created,User_47,statechange,Offer,complete,True,True,20000.0,500.0,69.0,30000.0,0.0,0.0272,5.4249,672,7,2,0,11,1785,2016-02-15 11:12:42.571
811872,New credit,Car,10000.0,Application_568193999,deviant,W_Call incomplete files,User_5,Obtained,Workflow,resume,True,True,10000.0,300.07,36.0,10000.0,895.0,5.69255,18315.306866666662,546,45,9,1,9,2560,2016-09-20 09:06:35.355
918848,New credit,Existing loan takeover,10000.0,Application_251097614,regular,O_Cancelled,User_1,statechange,Offer,complete,True,False,10000.0,189.08,60.0,10000.0,0.0,0.0003166666666666,49904.718016666666,420,23,11,3,7,2141,2016-11-10 07:00:27.968
1062865,New credit,Car,15000.0,Application_1937760784,regular,W_Call after offers,User_48,Released,Workflow,suspend,True,False,15000.0,278.38,60.0,15000.0,0.0,2.808483333333333,10.186583333333331,744,13,11,2,12,2170,2016-11-16 12:24:38.990
700022,New credit,Home improvement,5000.0,Application_1330310183,deviant,W_Validate application,User_120,Obtained,Workflow,start,True,True,5000.0,118.15,48.0,5000.0,1001.0,3.3333333333333335e-05,33181.0986,687,23,8,2,11,2176,2016-08-31 11:27:01.420
1040102,New credit,Existing loan takeover,0.0,Application_606196992,deviant,W_Call incomplete files,User_75,Released,Workflow,suspend,True,True,488.0,400.53,115.0,38000.0,786.0,0.1215666666666666,19361.0122,1295,49,11,1,21,1895,2016-11-22 21:35:40.992
481634,New credit,Car,7000.0,Application_1768359513,deviant,W_Validate application,User_125,Created,Workflow,schedule,True,True,7000.0,213.95,36.0,7000.0,833.0,0.0009333333333333,23577.5585,355,53,6,1,5,1942,2016-06-28 05:55:33.781
250808,New credit,Existing loan takeover,30000.0,Application_94011882,deviant,A_Validating,User_5,statechange,Application,complete,True,True,9481.3,313.78,120.0,30000.0,916.0,0.0013666666666666,21222.3923,534,57,4,4,8,1548,2016-04-08 08:54:45.023
10316,New credit,Car,28000.0,Application_920229339,deviant,W_Call incomplete files,User_14,Deleted,Workflow,complete,True,True,17500.0,200.0,107.0,17500.0,924.0,4.160466666666666,44586.06688333333,703,42,2,4,11,1555,2016-02-05 11:43:27.780
1125838,New credit,Car,23000.0,Application_1692002404,regular,A_Validating,User_126,statechange,Application,complete,False,True,23000.0,426.84,60.0,23000.0,669.0,0.0012333333333333,47084.72355,601,43,1,5,10,1021,2017-01-07 10:01:43.334
483292,New credit,Remaining debt home,8000.0,Application_127536052,deviant,W_Call incomplete files,User_83,Created,Workflow,schedule,False,True,8000.0,175.0,52.0,8000.0,963.0,0.0001666666666666,26885.25905,545,29,7,4,9,2097,2016-07-01 09:05:13.502
1021174,New credit,Home improvement,20000.0,Application_840178886,deviant,W_Call after offers,User_41,Obtained,Workflow,resume,True,True,15000.0,200.0,127.0,20000.0,995.0,5577.983283333333,5806.346433333333,1198,20,11,0,19,2108,2016-11-07 19:58:00.676
922178,New credit,Existing loan takeover,15000.0,Application_1180717049,regular,W_Call after offers,User_107,Deleted,Workflow,ate_abort,True,True,3531.25,154.11,120.0,15000.0,0.0,4596.2471,14493.273516666666,758,29,10,0,12,2260,2016-10-17 12:38:35.016
973220,New credit,Car,10000.0,Application_377692746,regular,W_Call after offers,User_26,Obtained,Workflow,start,True,False,10000.0,106.46,120.0,10000.0,0.0,3.3333333333333335e-05,5362.491366666667,793,20,10,1,13,1939,2016-10-25 13:13:46.779
605654,New credit,Existing loan takeover,6000.0,Application_1978148587,deviant,W_Call incomplete files,User_101,Created,Workflow,schedule,True,True,724.0,139.23,49.0,6000.0,847.0,0.0001,10112.334666666668,924,26,7,1,15,2490,2016-07-19 15:24:43.541
746769,New credit,Car,15000.0,Application_192484152,deviant,W_Validate application,User_87,Released,Workflow,suspend,True,True,15000.0,201.08,87.0,15000.0,985.0,0.2083,32534.97165,522,36,9,1,8,2335,2016-09-13 08:42:32.547
672566,New credit,Existing loan takeover,37500.0,Application_629215437,regular,A_Complete,User_49,statechange,Application,complete,False,False,0.0,375.0,126.0,37500.0,0.0,3.3333333333333335e-05,2984.7921666666666,986,16,8,1,16,2199,2016-08-02 16:26:53.746
76329,New credit,Home improvement,15000.0,Application_2141543573,deviant,O_Sent (mail and online),User_21,statechange,Offer,complete,True,True,10000.0,203.13,56.0,10000.0,958.0,0.35885,8530.293816666666,660,23,2,1,11,1482,2016-02-02 11:00:50.931
971493,New credit,Car,7000.0,Application_795733035,regular,W_Call incomplete files,User_51,Released,Workflow,suspend,True,True,0.0,310.0,126.0,31000.0,745.0,0.3937833333333333,49116.0407,873,38,11,3,14,1831,2016-11-24 14:33:39.183
598319,Limit raise,Home improvement,30000.0,Application_365806669,deviant,O_Returned,User_126,statechange,Offer,complete,True,True,0.0,450.0,77.0,30000.0,0.0,1.7385166666666667,21881.47115,835,26,7,1,13,2075,2016-07-26 13:55:22.838
271215,Limit raise,Extra spending limit,25000.0,Application_324448966,deviant,W_Validate application,User_119,Created,Workflow,schedule,True,True,0.0,270.0,126.0,27000.0,766.0,0.0005,10100.15105,601,19,4,4,10,1547,2016-04-08 10:01:50.048
317259,Limit raise,Car,0.0,Application_86883097,regular,A_Cancelled,User_1,statechange,Application,complete,True,False,0.0,250.0,69.0,15000.0,0.0,38813.09441666667,50269.13601666666,360,19,5,0,6,1496,2016-05-23 06:00:20.322
196588,New credit,"Other, see explanation",5000.0,Application_1500620879,regular,W_Validate application,User_100,Released,Workflow,suspend,True,True,5000.0,291.87,18.0,5000.0,0.0,0.4919833333333333,21747.42215,631,32,3,1,10,1655,2016-03-22 10:31:59.321
124570,New credit,Existing loan takeover,7500.0,Application_2041082181,deviant,W_Validate application,User_95,Released,Workflow,suspend,False,True,0.0,250.0,45.0,10000.0,882.0,24.362716666666667,39781.08855,677,43,3,3,11,1644,2016-03-10 11:17:37.778
519845,New credit,Car,12500.0,Application_899683257,deviant,W_Validate application,User_122,Released,Workflow,suspend,True,True,12500.0,236.35,60.0,12500.0,1030.0,0.1644666666666666,13844.461816666666,408,38,7,4,6,2085,2016-07-01 06:48:12.624
72429,New credit,Remaining debt home,15000.0,Application_1105059330,regular,W_Validate application,User_114,Created,Workflow,schedule,True,False,0.0,300.34,48.0,12900.0,0.0,0.00015,41642.443933333336,645,57,2,2,10,1791,2016-02-24 10:45:59.396
794950,New credit,Home improvement,35000.0,Application_2134840042,deviant,W_Call incomplete files,User_27,Created,Workflow,schedule,True,True,35000.0,356.38,120.0,35000.0,896.0,0.0005333333333333,28074.588116666662,581,28,9,3,9,2353,2016-09-22 09:41:12.321
613390,New credit,"Other, see explanation",6000.0,Application_77477304,deviant,W_Validate application,User_68,Obtained,Workflow,resume,True,True,6000.0,517.27,12.0,6000.0,871.0,96.37103333333332,7326.179333333333,777,48,7,1,12,2499,2016-07-19 12:57:29.501
60706,Limit raise,Home improvement,30000.0,Application_1535542253,regular,W_Validate application,User_87,Obtained,Workflow,resume,True,True,0.0,300.0,118.0,28500.0,0.0,0.11555,17093.94935,383,44,2,2,6,1530,2016-02-03 06:23:03.348
467546,New credit,Car,7000.0,Application_91797542,deviant,A_Pending,User_99,statechange,Application,complete,True,True,7000.0,165.4,48.0,7000.0,939.0,5e-05,20141.873216666667,465,52,6,2,7,2094,2016-06-22 07:45:56.637
515298,New credit,"Other, see explanation",7500.0,Application_196341392,deviant,W_Call incomplete files,User_87,Obtained,Workflow,start,True,True,2700.36,146.09,60.0,7500.0,832.0,0.0001,15467.30375,608,29,7,4,10,2099,2016-07-01 10:08:53.902
417489,New credit,"Other, see explanation",8500.0,Application_970274306,regular,W_Validate application,User_93,Released,Workflow,suspend,False,True,8500.0,150.0,67.0,8500.0,0.0,12.053016666666666,24602.59708333333,591,38,6,4,9,1658,2016-06-10 09:51:04.437
346507,Limit raise,Home improvement,8000.0,Application_383871175,regular,W_Validate application,User_121,Released,Workflow,suspend,True,True,0.0,100.0,102.0,8000.0,0.0,1.15725,18489.81388333333,415,42,5,2,6,1560,2016-05-11 06:55:40.309
899852,New credit,Existing loan takeover,11000.0,Application_561417443,deviant,W_Call incomplete files,User_28,Obtained,Workflow,resume,True,True,1799.0,249.05,49.0,11000.0,887.0,850.8453166666667,21804.93825,571,45,10,0,9,2260,2016-10-17 09:31:23.964
599454,New credit,"Other, see explanation",17500.0,Application_2118939990,regular,W_Call after offers,User_1,Deleted,Workflow,ate_abort,True,False,11000.0,482.98,24.0,11000.0,0.0,0.0001333333333333,86101.03491666667,360,26,9,4,6,2297,2016-09-09 06:00:42.618
566235,New credit,Car,15000.0,Application_29713731,regular,W_Complete application,User_40,Deleted,Workflow,withdraw,False,False,12526.0,207.21,84.0,15000.0,0.0,0.00025,2775.059816666667,958,11,7,0,15,2286,2016-07-04 15:58:29.412
339097,New credit,Not speficied,25000.0,Application_1619878986,regular,W_Call after offers,User_35,Obtained,Workflow,start,True,False,20000.0,375.53,60.0,20000.0,0.0,3.3333333333333335e-05,43257.47525,966,22,5,2,16,1306,2016-05-25 16:06:44.278
361266,New credit,Existing loan takeover,8500.0,Application_1104841450,regular,W_Validate application,User_83,Obtained,Workflow,resume,False,True,3473.0,200.0,48.0,8500.0,815.0,37.37973333333333,23961.17088333333,731,27,5,3,12,1524,2016-05-19 12:11:17.707
25991,New credit,Home improvement,15000.0,Application_233600750,regular,O_Sent (mail and online),User_10,statechange,Offer,complete,True,False,0.0,200.0,89.0,15000.0,0.0,1.3917333333333333,1492.353566666667,1166,13,1,0,19,703,2016-01-11 19:26:04.964
806711,New credit,Existing loan takeover,8000.0,Application_2045136211,deviant,W_Call incomplete files,User_29,Obtained,Workflow,start,True,True,1863.0,212.8,42.0,8000.0,957.0,3.3333333333333335e-05,12573.830383333334,431,23,9,3,7,2411,2016-09-15 07:11:17.657
1004845,New credit,Home improvement,17500.0,Application_1123320394,regular,W_Complete application,User_10,Deleted,Workflow,complete,False,False,36.0,444.96,36.0,15000.0,0.0,0.0002,5.511516666666667,680,9,10,0,11,1953,2016-10-31 11:20:25.803
139142,New credit,Car,5000.0,Application_397814196,deviant,W_Validate application,User_116,Obtained,Workflow,start,True,True,3500.0,50.0,138.0,5000.0,1039.0,0.0001833333333333,10040.948516666667,622,23,2,2,10,1797,2016-02-24 10:22:28.503
420115,New credit,Car,20000.0,Application_638063982,regular,W_Call incomplete files,User_118,Deleted,Workflow,ate_abort,True,True,20000.0,454.39,48.0,20000.0,869.0,8.333333333333333e-05,41151.963,563,66,6,2,9,2025,2016-06-22 09:23:29.907
1082276,New credit,Car,5000.0,Application_1100629848,deviant,W_Call incomplete files,User_121,Obtained,Workflow,start,True,True,6318.96,287.7,71.0,18000.0,959.0,1.6666666666666667e-05,13960.961816666666,629,44,12,4,10,1761,2016-12-02 10:29:31.768
43316,New credit,Existing loan takeover,6000.0,Application_140895599,regular,O_Sent (mail and online),User_5,statechange,Offer,complete,True,False,6000.0,116.87,60.0,6000.0,0.0,0.2499166666666666,18909.704283333333,898,29,1,4,14,1314,2016-01-29 14:58:06.184
272923,New credit,Remaining debt home,35000.0,Application_1622962500,deviant,W_Call after offers,User_18,Released,Workflow,suspend,True,True,0.0,423.05,96.0,33800.0,812.0,0.5103833333333333,6498.27385,474,18,4,2,7,1598,2016-04-06 07:54:18.649
827153,New credit,Unknown,0.0,Application_1913612876,deviant,W_Call after offers,User_17,Obtained,Workflow,start,True,True,5000.0,250.0,126.0,25000.0,952.0,3.3333333333333335e-05,6.712266666666666,708,11,9,0,11,2321,2016-09-12 11:48:58.143
754291,New credit,Existing loan takeover,260000.0,Application_121688281,deviant,W_Validate application,User_27,Released,Workflow,suspend,True,True,6960.0,264.74,120.0,26000.0,710.0,2.14325,11038.84235,567,25,8,2,9,2184,2016-08-31 09:27:54.426
653484,New credit,Car,39825.0,Application_1307610290,deviant,W_Call after offers,User_36,Obtained,Workflow,start,True,True,39400.0,634.18,70.0,39400.0,894.0,8.333333333333333e-05,2917.3465333333334,650,14,7,3,10,2093,2016-07-28 10:50:18.788
1114545,New credit,"Other, see explanation",25000.0,Application_471822932,deviant,O_Accepted,User_131,statechange,Offer,complete,True,True,25000.0,254.56,120.0,25000.0,878.0,1.7688,16940.46253333333,920,32,12,1,15,1834,2016-12-13 15:20:25.909
